title,exercise_type,target_muscle_group,equipment,experience_level,exercise_rating,exercise_rating_description,alternative_exercises
Holman Weighted Split-Leg Pike,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
Holman Alternating Front Lunge Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Alternating Diagonal Straight Plank,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Alternating Side Squat Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Weighted Palms-In Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Drag Two Steps to Push-Up,Strength,Chest,Other,Intermediate,n/a,Not Yet Rated,N/A
Holman Weighted Double-Time Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Burpee to Push-Up,Strength,Quadriceps,Other,Intermediate,n/a,Not Yet Rated,N/A
Holman Right Split Squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Left Split Squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Feet-Elevated Left Side Plank,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Right Hand Left Foot Crab Reach,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Low-Impact Crab Kick,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Alternating Crab Flip to Froggy Push-Up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman High-Impact Crab Kick,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Right Lunge with Right Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Heavy Right Arm Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Left Lunge with Left Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Heavy Left Arm Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Single-Leg Right Pike,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Single-Leg Left Pike,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Heavy Double Pike,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Heavy Double Split Pike,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Shoulder Tap to Hand Tap,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Right Side Squat,Strength,Quadriceps,Other,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Left Side Squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Jump-Out to Push-Up,Strength,Chest,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Reverse Plank Jack,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Side-to-Side Twist,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Squat Thrust to Alternating Front Raise,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Push-Up to Belly Touch,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Holman Crab Kick with Hop,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Crab Reach to Crab Kick,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Wide Squat Side-to-Side Obliques,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Alternating Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Side Plank Crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
DeLeon Step-Up Heel Drop,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
AH Stair Burpee,Strength,Quadriceps,N/A,Intermediate,n/a,Not Yet Rated,N/A
AH Skip Jump,Strength,Quadriceps,N/A,Intermediate,n/a,Not Yet Rated,N/A
AH Stair Grapevine,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
AH Single-Leg Hop,Strength,Quadriceps,N/A,Intermediate,n/a,Not Yet Rated,N/A
AH Bounding Sprint,Strength,Quadriceps,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holman Right Side-to-Left Side Donkey Kick,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holman Left Straight Plank to Kick-Up,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Reverse Plank Heel Pull-in,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
Holman Burpee with Belly Touch,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Abel Negative Hamstring Curl,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Hathaway Frog Squat,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Hathaway Bear Crawl,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Hathaway Heel Tap,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Hathaway Shoot Through,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Hathaway Single-Leg Burpee,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Hathaway Burpee,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Ab Tuck,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Active hang from bar,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Bear Crawl,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Bootstrapper squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Broad Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Cat-cow,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Close-Grip Dumbbell Press,Strength,Triceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Crab walk,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell clean and push-press,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Dumbbell Farmer&#x27;s Carry,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Dumbbell Isometric Row Hold,Strength,Lats,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell kickstand deadlift,Strength,Lower Back,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell racked reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell renegade row,Strength,Lats,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Dumbbell Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell row to triceps kick-back,Strength,Triceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Single-arm dumbbell floor press,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Single-arm dumbbell snatch-,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Dumbbell Step-Up,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Floor angel,Strength,Shoulders,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Lunge with overhead reach,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Hamstring Slide,Strength,Hamstrings,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Hang from bar,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Hollow Hold,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Jump to pull-up,Strength,Lats,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Lateral Lunge,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Lateral shuffle,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Pigeon stretch,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Plyo Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Rolling triceps press,Strength,Triceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Scapular push-up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Bent-over scapular slide,Strength,Lats,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Shoulder extension stretch,Strength,Shoulders,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Side Plank,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Iron cross stretch,Strength,Lats,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Side plank pulse,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Single-arm dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Single-arm dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Skip,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Spider Crawl (Unweighted),Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Spider Lunge,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Spider lunge stretch,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Spider lunge with T-rotation,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Standing Lat Stretch,Strength,Lats,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Standing quad stretch,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness V-Up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Vertical jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Standing dumbbell knee crunch,Strength,Lats,Other,Intermediate,n/a,Not Yet Rated,N/A
Total Fitness Weighted Push-Up,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Kaged Seated Overhead Dumbbell Extension,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Jordan Shallow Foam Roller Thoracic Extension,Strength,Shoulders,Foam Roll,Intermediate,n/a,Not Yet Rated,N/A
Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Jordan Shallow Thread the Needle (with Foam Roller),Strength,Shoulders,Foam Roll,Intermediate,n/a,Not Yet Rated,N/A
Jordan Shallow Band-Resisted Thread the Needle,Strength,Shoulders,Bands,Intermediate,n/a,Not Yet Rated,N/A
King Maker Pull-Up,Strength,Lats,Body Only,Intermediate,n/a,Not Yet Rated,N/A
King Maker Push-up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Warrior push-up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
King Maker Burpee,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
King Maker Barbell Bench Press,Strength,Chest,Barbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Barbell Thruster,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Barbell Deadlift,Strength,Quadriceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Single-arm incline cable cross-over,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,n/a,Not Yet Rated,N/A
King Maker Dumbbell Romanian Deadlift,Strength,Lower Back,N/A,Intermediate,n/a,Not Yet Rated,N/A
King Maker Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell shadow boxing,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Standing Dumbbell Shoulder Press,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Weighted Jump Squat,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Dumbbell Farmer&#x27;s Carry,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Lat Pull-Down,Strength,Lats,Machine,Intermediate,n/a,Not Yet Rated,N/A
King Maker Leg Press,Strength,Quadriceps,Machine,Intermediate,n/a,Not Yet Rated,N/A
King Maker Resistance Band Leg Press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Single-leg leg press,Strength,Quadriceps,Machine,Intermediate,n/a,Not Yet Rated,N/A
King Maker Hack Squat,Strength,Quadriceps,Machine,Intermediate,n/a,Not Yet Rated,N/A
Barbell bear complex,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Barbell deadlift bent-over row complex,Strength,Middle Back,Barbell,Intermediate,n/a,Not Yet Rated,N/A
King Maker Explosive High Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Jay Dumbbell Push-Up Pull-Through,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Jay Hollow Body Crunch,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Jay Dumbbell Thruster to Reverse Lunge,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Jay Broad Jump to High Knees,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Jay Hollow Body Pull-Over,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Jay Burpee Tuck Jump,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Muscle Beach Skip,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Muscle Beach Broad Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Muscle Beach Sprint,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Muscle Beach Front Kick,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Muscle Beach Side Kick,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Muscle Beach Spin Kick,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Muscle Beach Freestyle Kick,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Bryant Wrist Curl,Strength,Forearms,Other,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Barbell Shrug,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Bent-Over Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Bent-Over Low Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Cable Rope Face Pull,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Cable Straight-Bar Front Raise,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Cable Straight-Bar Upright Row,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders EZ-Bar Front Raise,Strength,Shoulders,E-Z Curl Bar,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders High Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Leg Press Shoulder Press,Strength,Shoulders,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Pec-Deck Reverse Fly,Strength,Shoulders,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Plate Front Raise,Strength,Shoulders,Other,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Seated Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Seated Dumbbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Seated Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Neutral-Grip Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Single-Arm Cable Front Raise,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Single-Arm Leaning Cable Lateral Raise,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Smith Machine Behind-The-Head Press,Strength,Shoulders,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Smith Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Standing Behind-The-Head Shoulder Press,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Standing Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Standing Barbell Press,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulders Seated Banded Barbell Shoulder Press,Strength,Shoulders,Bands,Intermediate,n/a,Not Yet Rated,N/A
Taylor Roll-Over Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Taylor Val Slide Push-Up/Fly Combo,Strength,Chest,Other,Intermediate,n/a,Not Yet Rated,N/A
Taylor One-Arm Push-Up Slow Negative,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Taylor Band-Assisted One-Arm Push-Up,Strength,Chest,Bands,Intermediate,n/a,Not Yet Rated,N/A
Taylor Exercise Ball Stir-The-Pot,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Machine Flat Chest Press,Strength,Chest,Machine,Intermediate,n/a,Not Yet Rated,N/A
Smith machine push-up,Strength,Chest,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Smith Machine Incline Chest Press,Strength,Chest,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Smith Machine Chest Press,Strength,Chest,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Push-Up To Isometric Hold,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Machine Incline Chest Press,Strength,Chest,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Machine Fly,Strength,Chest,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Low-To-High Cable Fly,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Incline Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Incline Cable Fly,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Incline Cable Chest Press,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest High-To-Low Cable Press,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Chest High-To-Low Cable Fly,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Dumbbells-Together Press,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Dumbbells-Together Incline Bench Press,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Bench Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Barbell Bench Press,Strength,Chest,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest 30-Degree Incline Smith Machine Press,Strength,Chest,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Chest 30-Degree Incline Dumbbell Press,Strength,Chest,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest 30-Degree Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Chest Shoulder-Height Cable Fly,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
MetaBurn 3-Phase Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
MetaBurn 3-Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
3D dumbbell lunge,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
MetaBurn Alternating Dumbbell Sit-Through,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
